92	71
353	63
222	80
276	71
345	78
292	80
286	76
331	66
357	81
357	81
113	80
293	78
286	77
347	75
355	84
352	81
353	84
352	80
354	80
354	80
92	71
96	71
94	71
281	63
283	63
274	63
9	77
11	77
255	62
91	87
89	87
75	87
163	90
334	50
334	50
334	50
334	50
334	50
345	50
345	50
345	50
345	50
297	63
98	81
282	63
282	63
21	56
293	62
111	81
260	84
8	58
291	65
32	80
289	79
81	90
327	67
102	85
